RB_LE4OLV,
1.903,0.689902
1.904,0.68871
1.905,0.682813
1.906,0.68726
1.907,0.684263
1.908,0.686543
1.909,0.687484
1.91,0.686827
1.911,0.68509
1.912,0.686953
1.913,0.686477
1.914,0.688228
1.915,0.689738
1.916,0.689572
1.917,0.69206
1.918,0.692409
1.919,0.692427
1.92,0.690732
1.921,0.694555
1.922,0.695684
1.923,0.692413
1.924,0.696697
1.925,0.697152
1.926,0.69414
1.927,0.693765
1.928,0.696051
1.929,0.695962
1.93,0.696838
1.931,0.700314
1.932,0.699364
1.933,0.701311
1.934,0.698477
1.935,0.699483
1.936,0.703652
1.937,0.702077
1.938,0.70068
1.939,0.701668
1.94,0.703844
1.941,0.707354
1.942,0.706341
1.943,0.700199
1.944,0.70274
1.945,0.705352
1.946,0.707227
1.947,0.707274
1.948,0.707867
1.949,0.708592
1.95,0.70788
1.951,0.708346
1.952,0.709055
1.953,0.710147
1.954,0.711468
1.955,0.712251
1.956,0.712395
1.957,0.711329
1.958,0.708634
1.959,0.710238
1.96,0.709637
1.961,0.710311
1.962,0.712093
1.963,0.710194
1.964,0.710497
1.965,0.711253
1.966,0.711928
1.967,0.711887
1.968,0.711724
1.969,0.713428
1.97,0.716579
1.971,0.717126
1.972,0.715565
1.973,0.715493
1.974,0.715781
1.975,0.717051
1.976,0.715358
1.977,0.714134
1.978,0.715859
1.979,0.715561
1.98,0.715985
1.981,0.71659
1.982,0.716026
1.983,0.71703
1.984,0.717887
1.985,0.717911
1.986,0.718024
1.987,0.71816
1.988,0.71877
1.989,0.718197
1.99,0.71949
1.991,0.72103
1.992,0.719272
1.993,0.720394
1.994,0.723384
1.995,0.722663
1.996,0.721286
1.997,0.721334
1.998,0.720746
1.999,0.721865
2,0.723371
2.001,0.72271
2.002,0.722901
2.003,0.723674
2.004,0.724325
2.005,0.722032
2.006,0.7218
2.007,0.723284
2.008,0.724772
2.009,0.725947
2.01,0.725589
2.011,0.727143
2.012,0.726914
2.013,0.726106
2.014,0.725305
2.015,0.724091
2.016,0.725678
2.017,0.725778
2.018,0.728399
2.019,0.729477
2.02,0.728848
2.021,0.729642
2.022,0.728871
2.023,0.729065
2.024,0.729466
2.025,0.730011
2.026,0.729241
2.027,0.727915
2.028,0.727939
2.029,0.729712
2.03,0.728492
2.031,0.727903
2.032,0.72912
2.033,0.730792
2.034,0.729634
2.035,0.729035
2.036,0.729981
2.037,0.731108
2.038,0.730402
2.039,0.731911
2.04,0.732376
2.041,0.73017
2.042,0.731796
2.043,0.733146
2.044,0.735815
2.045,0.734527
2.046,0.734806
2.047,0.733531
2.048,0.733564
2.049,0.733299
2.05,0.735951
2.051,0.735927
2.052,0.736998
2.053,0.734036
2.054,0.734684
2.055,0.737989
2.056,0.736919
2.057,0.735584
2.058,0.737276
2.059,0.735953
2.06,0.737327
2.061,0.737591
2.062,0.73801
2.063,0.737602
2.064,0.740006
2.065,0.737023
2.066,0.738521
2.067,0.740618
2.068,0.738101
2.069,0.736051
2.07,0.737747
2.071,0.735949
2.072,0.73504
2.073,0.738285
2.074,0.734829
2.075,0.737831
2.076,0.739517
2.077,0.739703
2.078,0.740122
2.079,0.745083
2.08,0.73887
2.081,0.739099
2.082,0.739532
2.083,0.73739
2.084,0.739437
2.085,0.737844
2.086,0.73847
2.087,0.737691
2.088,0.742052
2.089,0.738539
2.09,0.740384
2.091,0.740127
2.092,0.740743
2.093,0.738396
2.094,0.737506
2.095,0.736068
2.096,0.741201
2.097,0.738089
2.098,0.740398
2.099,0.744016
2.1,0.740643
2.101,0.743103
2.102,0.740707
2.103,0.742275
2.104,0.74294
2.105,0.743033
2.106,0.739499
2.107,0.74152
2.108,0.74605
2.109,0.743979
2.11,0.74109
2.111,0.743276
2.112,0.74419
2.113,0.741657
2.114,0.7447
2.115,0.742177
2.116,0.74644
2.117,0.743617
2.118,0.747999
2.119,0.746469
2.12,0.74563
2.121,0.743476
2.122,0.745583
2.123,0.745257
2.124,0.747736
2.125,0.742258
2.126,0.743402
2.127,0.742092
2.128,0.747143
2.129,0.742646
2.13,0.74513
2.131,0.748842
2.132,0.747616
2.133,0.748791
2.134,0.74956
2.135,0.751166
2.136,0.747153
2.137,0.744572
2.138,0.745155
2.139,0.750778
2.14,0.746358
2.141,0.746065
2.142,0.744749
2.143,0.753378
2.144,0.753194
2.145,0.751414
2.146,0.749739
2.147,0.748632
2.148,0.751191
2.149,0.749137
2.15,0.754498
2.151,0.756701
2.152,0.752656
2.153,0.752214
2.154,0.749911
2.155,0.747404
2.156,0.750968
2.157,0.757309
2.158,0.753081
2.159,0.752503
2.16,0.75104
2.161,0.753859
2.162,0.757745
2.163,0.756367
2.164,0.755633
2.165,0.754764
2.166,0.75413
2.167,0.755425
2.168,0.754768
2.169,0.755918
2.17,0.756829
2.171,0.75608
2.172,0.757994
2.173,0.753931
2.174,0.755899
2.175,0.755759
2.176,0.755915
2.177,0.759166
2.178,0.759904
2.179,0.756198
2.18,0.755392
2.181,0.758449
2.182,0.759472
2.183,0.761381
2.184,0.760175
2.185,0.760952
2.186,0.759712
2.187,0.758401
2.188,0.757724
2.189,0.756458
2.19,0.757501
2.191,0.757923
2.192,0.759518
2.193,0.757449
2.194,0.758049
2.195,0.759829
2.196,0.758857
2.197,0.759079
2.198,0.761485
2.199,0.764438
2.2,0.760179
2.201,0.759363
2.202,0.762221
2.203,0.761094
2.204,0.760388
2.205,0.760974
2.206,0.761216
2.207,0.761395
2.208,0.760244
2.209,0.760643
2.21,0.761774
2.211,0.758205
2.212,0.759473
2.213,0.762035
2.214,0.757876
2.215,0.757442
2.216,0.760796
2.217,0.761191
2.218,0.763825
2.219,0.762744
2.22,0.763463
2.221,0.765834
2.222,0.766577
2.223,0.764972
2.224,0.763109
2.225,0.762988
2.226,0.76684
2.227,0.765322
2.228,0.763267
2.229,0.764456
2.23,0.762188
2.231,0.766153
2.232,0.762151
2.233,0.765047
2.234,0.765114
2.235,0.766302
2.236,0.770039
2.237,0.766431
2.238,0.760306
2.239,0.760914
2.24,0.76632
2.241,0.763953
2.242,0.764614
2.243,0.76223
2.244,0.758782
2.245,0.75905
2.246,0.760448
2.247,0.763644
2.248,0.766445
2.249,0.760692
2.25,0.766621
2.251,0.762151
2.252,0.764401
2.253,0.767705
2.254,0.764311
2.255,0.764766
2.256,0.76349
2.257,0.76417
2.258,0.760214
2.259,0.765068
2.26,0.766828
2.261,0.770282
2.262,0.76228
2.263,0.76789
2.264,0.76581
2.265,0.762926
2.266,0.760927
2.267,0.762487
2.268,0.764875
2.269,0.760352
2.27,0.768533
2.271,0.765028
2.272,0.76624
2.273,0.762902
2.274,0.764128
2.275,0.765153
2.276,0.756837
2.277,0.761486
2.278,0.756047
2.279,0.753202
2.28,0.75739
2.281,0.760644
2.282,0.765648
2.283,0.762632
2.284,0.759238
2.285,0.757959
2.286,0.751368
2.287,0.766745
2.288,0.758459
2.289,0.757029
2.29,0.7547
2.291,0.765937
2.292,0.755896
2.293,0.748402
2.294,0.755606
2.295,0.747607
2.296,0.750781
2.297,0.757072
2.298,0.753617
2.299,0.753153
2.3,0.755007
2.301,0.754131
2.302,0.762136
2.303,0.761748
2.304,0.748761
2.305,0.755291
2.306,0.759027
2.307,0.761838
2.308,0.760235
2.309,0.762059
2.31,0.754654
2.311,0.758057
2.312,0.753666
2.313,0.75687
2.314,0.763527
2.315,0.767673
2.316,0.769826
2.317,0.760142
2.318,0.762982
2.319,0.756632
2.32,0.761626
2.321,0.76292
2.322,0.761532
2.323,0.768464
2.324,0.769719
2.325,0.774701
2.326,0.768476
2.327,0.760746
2.328,0.752589
2.329,0.760931
2.33,0.762941
2.331,0.763996
2.332,0.763735
2.333,0.768955
2.334,0.769857
2.335,0.767551
2.336,0.762859
2.337,0.764037
2.338,0.773037
2.339,0.767126
2.34,0.764102
2.341,0.773255
2.342,0.766324
2.343,0.764021
2.344,0.765254
2.345,0.775363
2.346,0.777237
2.347,0.761919
2.348,0.769492
2.349,0.76783
2.35,0.766184
2.351,0.757254
2.352,0.768044
2.353,0.771792
2.354,0.776543
2.355,0.768795
2.356,0.771162
2.357,0.766627
2.358,0.760101
2.359,0.775315
2.36,0.777055
2.361,0.774092
2.362,0.769817
2.363,0.762269
2.364,0.754324
2.365,0.754164
2.366,0.760316
2.367,0.77074
2.368,0.778496
2.369,0.768051
2.37,0.767404
2.371,0.766094
2.372,0.75967
2.373,0.76599
2.374,0.766086
2.375,0.762702
2.376,0.770018
2.377,0.771053
2.378,0.765414
2.379,0.76081
2.38,0.765546
2.381,0.766786
2.382,0.765005
2.383,0.766399
2.384,0.768515
2.385,0.772416
2.386,0.765638
2.387,0.761177
2.388,0.761344
2.389,0.766307
2.39,0.762291
2.391,0.758719
2.392,0.771026
2.393,0.770392
2.394,0.770471
2.395,0.781604
2.396,0.779209
2.397,0.7677
2.398,0.765722
2.399,0.76526
2.4,0.7658
2.401,0.769986
2.402,0.776178
2.403,0.770322
2.404,0.767102
2.405,0.771774
2.406,0.768433
2.407,0.775693
2.408,0.772398
2.409,0.768721
2.41,0.777132
2.411,0.778685
2.412,0.771587
2.413,0.771293
2.414,0.767594
2.415,0.760917
2.416,0.774155
2.417,0.783762
2.418,0.78682
2.419,0.780419
2.42,0.772336
2.421,0.774014
2.422,0.774926
2.423,0.769068
2.424,0.762687
2.425,0.770771
2.426,0.765936
2.427,0.760822
2.428,0.770099
2.429,0.769686
2.43,0.769981
2.431,0.776963
2.432,0.767598
2.433,0.769681
2.434,0.778094
2.435,0.765344
2.436,0.754888
2.437,0.771294
2.438,0.770666
2.439,0.764211
2.44,0.759235
2.441,0.762021
2.442,0.776224
2.443,0.790405
2.444,0.779676
2.445,0.776541
2.446,0.78144
2.447,0.778911
2.448,0.774067
2.449,0.779873
2.45,0.766175
2.451,0.750504
2.452,0.772515
2.453,0.779018
2.454,0.755591
2.455,0.764554
2.456,0.774435
2.457,0.77904
2.458,0.771048
2.459,0.771742
2.46,0.770418
2.461,0.767849
2.462,0.75813
2.463,0.75998
2.464,0.774326
2.465,0.749506
2.466,0.75474
2.467,0.773393
2.468,0.764793
2.469,0.782134
2.47,0.761431
2.471,0.755984
2.472,0.757585
2.473,0.769781
2.474,0.788763
2.475,0.764008
2.476,0.759243
2.477,0.755209
2.478,0.758487
2.479,0.776542
2.48,0.755765
2.481,0.785131
2.482,0.76632
2.483,0.766671
2.484,0.790713
2.485,0.792028
2.486,0.761864
2.487,0.785113
2.488,0.764498
2.489,0.758545
2.49,0.754079
2.491,0.785739
2.492,0.747663
2.493,0.777029
2.494,0.741108
2.495,0.757749
2.496,0.759085
2.497,0.778635
2.498,0.739323
2.499,0.759383
2.5,0.781069

